Transaction_Date,Scrip_ID,Exchange_ID,Bal_Qty,Purchase_Rate,Transaction_Type,Transaction_Value
18 Sep 2017,CIL,NSE,5,153.92,Sell,769.58
18 Dec 2017,CIL,NSE,6,159.95,Sell,959.69
18 Dec 2017,CIL,NSE,6,159.87,Buy,959.2
19 Dec 2017,CIL,NSE,2,162.5,Sell,324.99
19 Dec 2017,CIL,NSE,2,161.75,Buy,323.51
26 Dec 2017,CIL,NSE,4,162.95,Sell,651.8
26 Dec 2017,CIL,NSE,4,161.2,Buy,644.8
02 Jan 2018,CIL,NSE,2,159.95,Sell,319.9
02 Jan 2018,CIL,NSE,2,156.2,Buy,312.39
08 Jan 2018,CIL,NSE,2,160.87,Sell,321.74
09 Jan 2018,CIL,NSE,2,164.94,Sell,329.88
09 Jan 2018,CIL,NSE,2,161.21,Buy,322.42
10 Jan 2018,CIL,NSE,2,168.81,Sell,337.62
04 May 2016,RNT,NSE,2,228.94,Buy,457.87
05 May 2016,RNT,NSE,2,227.92,Buy,455.84
06 May 2016,RNT,NSE,4,225.92,Buy,903.67
11 May 2016,RNT,NSE,7,224.29,Buy,1570.03
19 May 2016,RNT,NSE,5,200.82,Buy,1004.11
20 May 2016,RNT,NSE,12,195.64,Buy,2347.72
23 May 2016,RNT,NSE,12,189.93,Buy,2279.16
24 May 2016,RNT,NSE,2,183.76,Buy,367.52
25 May 2016,RNT,NSE,5,180.9,Buy,904.51
27 May 2016,RNT,NSE,5,184.83,Buy,924.17
30 May 2016,RNT,NSE,5,183.92,Buy,919.58
07 Jun 2016,RNT,NSE,5,176.89,Buy,884.44
13 Jun 2016,RNT,NSE,10,175.76,Buy,1757.62
03 Aug 2016,RNT,NSE,10,160.99,Buy,1609.86
14 Jul 2017,RNT,NSE,5,183.27,Buy,916.35
18 Jul 2017,RNT,NSE,5,180.94,Sell,904.7
18 Jul 2017,RNT,NSE,5,180.23,Buy,901.13
04 Aug 2017,RNT,NSE,25,187.19,Sell,4679.87
04 Aug 2017,RNT,NSE,30,188.23,Sell,5646.76
04 Aug 2017,RNT,NSE,30,187.76,Buy,5632.92
07 Aug 2017,RNT,NSE,20,201.16,Sell,4023.2
07 Aug 2017,RNT,NSE,20,202.07,Buy,4041.36
08 Aug 2017,RNT,NSE,45,196.7,Sell,8851.66
08 Aug 2017,RNT,NSE,45,195.63,Sell,8803.17
08 Aug 2017,RNT,NSE,45,197.55,Buy,8889.66
09 Aug 2017,RNT,NSE,20,199.43,Sell,3988.66
09 Aug 2017,RNT,NSE,20,197.56,Buy,3951.25
10 Aug 2017,RNT,NSE,10,191.94,Sell,1919.36
10 Aug 2017,RNT,NSE,10,190.24,Buy,1902.39
14 Aug 2017,RNT,NSE,20,199.6,Sell,3991.94
11 Dec 2017,RNT,NSE,1,273.07,Sell,273.07
26 Feb 2016,SEL,NSE,4,79.99,Buy,319.95
31 Mar 2016,SEL,NSE,10,102.96,Buy,1029.57
04 Apr 2016,SEL,NSE,10,116.47,Buy,1164.7
05 Apr 2016,SEL,NSE,5,113.32,Buy,566.59
25 Apr 2016,SEL,NSE,25,109.26,Buy,2731.43
26 Apr 2016,SEL,NSE,10,108.46,Buy,1084.63
28 Apr 2016,SEL,NSE,10,106.47,Buy,1064.73
05 May 2016,SEL,NSE,5,99.67,Buy,498.34
11 May 2016,SEL,NSE,20,94.38,Buy,1887.61
23 May 2016,SEL,NSE,20,94.88,Buy,1897.64
27 May 2016,SEL,NSE,7,95.14,Buy,666
31 May 2016,SEL,NSE,5,93.41,Buy,467.07
24 Jun 2016,SEL,NSE,15,94.72,Buy,1420.79
17 Aug 2016,SEL,NSE,5,89.69,Buy,448.45
07 Apr 2017,SEL,NSE,10,175.77,Sell,1757.71
12 Apr 2017,SEL,NSE,10,188.69,Sell,1886.86
13 Jul 2017,SEL,NSE,20,199.43,Sell,3988.69
13 Jul 2017,SEL,NSE,20,199.35,Buy,3987.01
20 Jul 2017,SEL,NSE,50,197.44,Sell,9871.76
20 Jul 2017,SEL,NSE,50,196.85,Buy,9842.37
24 Jul 2017,SEL,NSE,31,208.17,Sell,6453.4
24 Jul 2017,SEL,NSE,31,205.77,Buy,6379.01
25 Jul 2017,SEL,NSE,2,205.21,Sell,410.42
25 Jul 2017,SEL,NSE,3,206.34,Sell,619.02
25 Jul 2017,SEL,NSE,3,204.51,Buy,613.54
15 Sep 2017,SEL,NSE,30,208.53,Sell,6256.01
18 Sep 2017,SEL,NSE,30,245.82,Sell,7374.69
21 Sep 2017,SEL,NSE,10,288.95,Sell,2889.54
22 Sep 2017,SEL,NSE,5,301.83,Sell,1509.15
29 Sep 2017,SEL,NSE,5,298.85,Sell,1494.26
05 Oct 2017,SEL,NSE,10,306.33,Sell,3063.3
12 Oct 2017,SEL,NSE,5,417.03,Sell,2085.13
26 Oct 2017,SEL,NSE,5,410.95,Sell,2054.77
26 Oct 2017,SEL,NSE,5,390.51,Buy,1952.53
27 Oct 2017,SEL,NSE,10,412.87,Buy,4128.74
03 Nov 2017,SEL,NSE,5,443.14,Sell,2215.71
27 Nov 2017,SEL,NSE,13,417.16,Sell,5423.09
29 Nov 2017,SEL,NSE,4,412.92,Buy,1651.69
30 Nov 2017,SEL,NSE,6,412.89,Buy,2477.37
05 Dec 2017,SEL,NSE,10,395.22,Sell,3952.22
05 Dec 2017,SEL,NSE,10,394.74,Buy,3947.35
06 Dec 2017,SEL,NSE,20,385.17,Buy,7703.39
07 Dec 2017,SEL,NSE,20,394.16,Sell,7883.11
08 Dec 2017,SEL,NSE,5,414.74,Sell,2073.71
11 Dec 2017,SEL,NSE,10,411.11,Sell,4111.07
11 Dec 2017,SEL,NSE,5,410.85,Buy,2054.26
13 Dec 2017,SEL,NSE,20,396.72,Sell,7934.31
13 Dec 2017,SEL,NSE,30,400.04,Buy,12001.08
14 Dec 2017,SEL,NSE,2,392.86,Buy,785.72
18 Dec 2017,SEL,NSE,4,396.44,Sell,1585.76
18 Dec 2017,SEL,NSE,4,390.23,Buy,1560.9
19 Dec 2017,SEL,NSE,5,404.14,Sell,2020.71
19 Dec 2017,SEL,NSE,5,397.78,Buy,1988.92
21 Dec 2017,SEL,NSE,2,387.19,Sell,774.38
28 Dec 2017,SEL,NSE,24,402.96,Sell,9671.1
29 Dec 2017,SEL,NSE,2,402.04,Sell,804.08
02 Jan 2018,SEL,NSE,5,392.24,Sell,1961.21
02 Jan 2018,SEL,NSE,14,391.64,Buy,5483
03 Jan 2018,SEL,NSE,4,397.15,Sell,1588.6
08 Jan 2018,SEL,NSE,15,407.8,Sell,6116.96
10 Jul 2017,JAY,BSE,10,75.65,Buy,756.47
28 Jul 2017,JAY,BSE,5,70.78,Buy,353.91
28 Sep 2017,JAY,BSE,5,55.68,Buy,278.4
08 Dec 2017,JAY,BSE,15,70,Sell,1050
13 Dec 2017,JAY,NSE,5,70.48,Sell,352.39
13 Dec 2017,JAY,NSE,5,69.99,Buy,349.94
15 Dec 2017,JAY,NSE,5,69.49,Sell,347.44
11 Jan 2018,LSP,NSE,50,79,Buy,3949.87
16 Jan 2018,LSP,NSE,10,75.52,Buy,755.24
18 Jan 2018,LSP,NSE,25,73.83,Buy,1845.81
24 Jan 2018,LSP,NSE,15,71.95,Buy,1079.24
30 Jan 2018,LSP,NSE,10,70.5,Buy,704.96
01 Feb 2018,LSP,NSE,10,69,Buy,689.96
02 Feb 2018,LSP,NSE,5,65.46,Buy,327.28
08 Feb 2018,LSP,NSE,5,68.03,Sell,340.14
08 Feb 2018,LSP,NSE,5,68.14,Buy,340.68
19 Feb 2018,LSP,NSE,5,64.45,Buy,322.23
